collection_no,record_type,formation,lng,lat,collection_name,collection_subset,collection_aka,n_occs,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments
146033,col,,61.549999,29.266666,"Saindak quadrangle, Locality R-273",,,3,Late Cretaceous,,100.5,66,Ahmed et al.,1972,47170,PK,,,estimated from map,minutes,local area,"in extreme western Pakistani Baluchistan, 5 miles from Iran at the closest\r\npoint, in the Chagai District of Quetta Division. Saindak is about 400 road miles from Quetta",gp_mid,65.92,20.02,506,PK,,,,,,,,,,,,,,,limestone,,,,,,,,,,"reef, buildup or bioherm",,limestone reefs and limy beds in the mixed assemblage,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146034,col,,61.549999,29.266666,"Saindak quadrangle, Locality R-230",,,1,Late Cretaceous,,100.5,66,Ahmed et al.,1972,47170,PK,,,estimated from map,minutes,local area,"in extreme western Pakistani Baluchistan, 5 miles from Iran at the closest\r\npoint, in the Chagai District of Quetta Division. Saindak is about 400 road miles from Quetta",gp_mid,65.92,20.02,506,PK,,,,,,,,,,,,,,,limestone,,,,,,,,,,"reef, buildup or bioherm",,limestone reefs and limy beds in the mixed assemblage,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146035,col,,61.549999,29.266666,"Saindak quadrangle, Locality R-206",,,2,Late Cretaceous,,100.5,66,Ahmed et al.,1972,47170,PK,,,estimated from map,minutes,local area,"in extreme western Pakistani Baluchistan, 5 miles from Iran at the closest\r\npoint, in the Chagai District of Quetta Division. Saindak is about 400 road miles from Quetta",gp_mid,65.92,20.02,506,PK,,,,,,,,,,,,,,,limestone,,,,,,,,,,"reef, buildup or bioherm",,limestone reefs and limy beds in the mixed assemblage,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146036,col,,61.549999,29.266666,"Saindak quadrangle, Locality R-218",,,1,Late Cretaceous,,100.5,66,Ahmed et al.,1972,47170,PK,,,estimated from map,minutes,local area,"in extreme western Pakistani Baluchistan, 5 miles from Iran at the closest\r\npoint, in the Chagai District of Quetta Division. Saindak is about 400 road miles from Quetta",gp_mid,65.92,20.02,506,PK,,,,,,,,,,,,,,,limestone,,,,,,,,,,"reef, buildup or bioherm",,limestone reefs and limy beds in the mixed assemblage,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146037,col,,61.549999,29.266666,"Saindak quadrangle, Locality R-223",,,8,Late Cretaceous,,100.5,66,Ahmed et al.,1972,47170,PK,,,estimated from map,minutes,local area,"in extreme western Pakistani Baluchistan, 5 miles from Iran at the closest\r\npoint, in the Chagai District of Quetta Division. Saindak is about 400 road miles from Quetta",gp_mid,65.92,20.02,506,PK,,,,,,,,,,,,,,,limestone,,,,,,,,,,"reef, buildup or bioherm",,limestone reefs and limy beds in the mixed assemblage,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146168,col,Tossa,1.566667,41.549999,"Igualada Basin, Puig Aguilera, Tossa Fm",,,7,Priabonian,,38,33.9,Álvarez-Pérez and Busquets,2012,47220,ES,,,estimated from map,minutes,outcrop,,gp_mid,6.37,36.2,304,ES,,Tossa,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,SBZ 19. Complejo deltaico arrecifal,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146225,col,,15.55,46.733334,"Rosenberg quarry, reef facies, coral buildup CB1",,,4,Langhian,,15.97,13.82,Reuter et al.,2012,47222,AT,,,estimated from map,minutes,outcrop,Retznei Lafarge-Perlmooser cement quarries 40 km south of Graz at the road fromRetznei to Aflenz,gp_mid,17.95,42.91,308,AT,,,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,"The stratigraphic contact of the reef facies and the basal siliciclastics\r\nis exposed at the 7 m high and 100 m wide exposed coral buildup CB1,\r\nwhich rests on a structural high. It is characterized by centimeter-sized quartz and crystalline pebbles between the corals","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146228,col,,15.55,46.733334,"Rosenberg quarry, coralline algal debris facies",,,1,Langhian,,15.97,13.82,Reuter et al.,2012,47222,AT,,,estimated from map,minutes,outcrop,Retznei Lafarge-Perlmooser cement quarries 40 km south of Graz at the road fromRetznei to Aflenz,gp_mid,17.95,42.91,308,AT,,,,,,,,,,,,,,,grainstone,,,,,,,,,,perireef or subreef,,"It consists of well-sorted and well-winnowed, cross-bedded coralline algal debris grainstones with large, northwest-dipping sigmoidal foresets (coralline algal debris facies). The algal debris comprises broken corallinacean branches and fragments of crustose forms as well as small (4 cm) laminar rhodoliths.","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146229,col,,15.55,46.733334,"Rosenberg quarry, rhodolith-Porites facies",,,1,Langhian,,15.97,13.82,Reuter et al.,2012,47222,AT,,,estimated from map,minutes,outcrop,Retznei Lafarge-Perlmooser cement quarries 40 km south of Graz at the road fromRetznei to Aflenz,gp_mid,17.95,42.91,308,AT,,,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,"marly wackestones, packstones, floatstones and rudstones with various amounts of crustose corallinaceans (dominant), unattached corallinacean branches and rhodoliths as well as non-framework forming plate-like Porites colonies (1–4 cm thick, 10–20 cm wide). Rhodoliths are represented by large (up to 30 cm) spherical branching and asymmetric open laminar and boxwork growth forms with intergrown Acervulina and bryozoans crusts.","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146231,col,,15.55,46.733334,"Rosenberg quarry, coral carpet facies",,,2,Langhian,,15.97,13.82,Reuter et al.,2012,47222,AT,,,estimated from map,minutes,outcrop,Retznei Lafarge-Perlmooser cement quarries 40 km south of Graz at the road fromRetznei to Aflenz,gp_mid,17.95,42.91,308,AT,,,,,,,,,,,,,,1.5 mthick coral rudstones and bafflestones dominated by up to 20 cm long and 1 cm thick phaceloid corals,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146393,col,San Luis,-69.683334,11.166667,"anticlinal de El Guate, base of San Luis Fm",,,6,Chattian,,28.1,23.03,Macsotay and Olivares,2007,47299,VE,,,estimated from map,minutes,local area,,gp_mid,-61.32,11.42,203,VE,,San Luis,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,"intercalaciones de paquetes decamétricos decalizas, lutitas calcáreas con areniscas métricas ylenticulares","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146518,col,,16.451111,47.858055,"Upper Fenk quarry system, Section B, bed 5",,,4,Langhian,,15.97,13.82,Wiedl et al.,2013,47320,AT,,,stated in text,seconds,outcrop,,gp_mid,18.89,43.99,308,AT,,,,,bed,,Section B,5,bottom to top,,,,,,not reported,,,,,,,,,,"reef, buildup or bioherm",,,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146526,col,,16.451389,47.855556,"Müllendorf quarry system, Section D",,,3,Langhian,,15.97,13.82,Wiedl et al.,2013,47320,AT,,,stated in text,seconds,outcrop,,gp_mid,18.89,43.99,308,AT,,,,,group of beds,,,,,,,,,massive coralline algal limestones,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146598,col,,11.25,45.516666,San Giovanni Ilarione,,,62,Middle Eocene,,48.6,37.2,Ritter v. Reuss,1872,47352,IT,,,estimated from map,minutes,local area,,gp_mid,17.56,35.48,307,IT,,,,,,,,,,,,,,,tuff,,,,,breccia,,,,,"reef, buildup or bioherm",,"Dieser Höhenzug besteht hauptsächlich aus zwei sehr grossen Lagermassen von Basalt, basaltischer Breccie und Tuff, welche durch ein Kalkflötz von einander getrennt sind, welches Kalkflötz selbst da und dort grün gefärbte Tufflagen umschliesst.","macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,
146613,col,,34.234722,27.784166,"Marsa Bareika, Ras Muhammad",,,2,Pleistocene,,2.588,0.0117,Goreau et al.,1976,47382,EG,Sinai,,stated in text,seconds,outcrop,"from the 'raised outcrop' at Marsa Bareika, a small embayment at the eastern side of the tip of Ras Muhammad",gp_mid,34.23,27.48,508,EG,,,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
146873,col,Buckingham,-80.400002,25.700001,Zone 2 - Diploria - Gorgonian Zone,,Reef 4272,4,Pliocene,,5.333,2.588,Petuch,1986,47440,US,Florida,,estimated from map,minutes,local area,"near SW 146th Avenue and Bird Road in Greater Miami,southern Florida",gp_mid,-78.95,26.32,109,US,,Buckingham,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,"This area represented the main reef platform behind Zone 1 and probably averaged depths of 1-5 m. An extremely rich invertebrate fauna was found in this area of the reef, containing over one hundred species of large gastropods, at least thirty pelecypods, several species of decapod crustaceans and echinoderms (represented by fragments), and at least six species of stony corals.","macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
147177,col,Gosau,23.5,46.683334,Gilau Mountains,,,1,Late Santonian,Early Campanian,85.8,70.6,Bucur and Urian,1989,47496,RO,,,estimated from map,minutes,local area,The area - between Gilau (North) et Sacel (South).,gp_mid,30.79,26.52,308,RO,,Gosau,,,,,,,,,,,,,conglomerate,,,,,"""limestone""",,,,,"reef, buildup or bioherm",,,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,
147183,col,,-3.533333,37.116669,"Monachil section, reef framework",,Reef 1473,5,Tortonian,,11.62,7.246,Braga and Aguirre,2001,47499,ES,Granada,,estimated from map,minutes,outcrop,,gp_mid,,,coordinates not computable using this model,ES,,,,,,,,,,,,,Upper Tortonian,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
147446,col,,-2.1,37.133331,"Cariatiz section -  Framework blocks and coral brecci facies, Fringing Reef Unit",,,1,Messinian,,7.246,5.333,Braga and Aguirre,2001,47499,ES,,,estimated from map,minutes,outcrop,This locality lies at the northern margin of the Sorbas Basin,gp_mid,,,coordinates not computable using this model,ES,,,,Azagador,,,,,,,,,Lower Messinian,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,"Framework blocks and coral breccias derived from the framework upslope. Coralline algae occur as rhodoliths made up of encrusting and warty thalli, crusts on coral clasts, fragments dispersed in the breccia matrix, and rhodoliths and crusts inside framework blocks. Except for the latter, it is quite difcult to ascertain whether the coralline algae grew on the slope or fell downslope from higher settings prior to or after their death. ","mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
147449,col,,-2.15,36.849998,Rambla Quebrada section,,,1,Late Pliocene,,3.6,2.588,Braga and Aguirre,2001,47499,ES,,,estimated from map,minutes,outcrop,,gp_mid,,,coordinates not computable using this model,ES,,,,,,,,,,,,,,,conglomerate,,,,,sandstone,,,,,perireef or subreef,,"debris-flow conglomerates and sands, changing upwards into silts including coral banks ","mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
147582,col,El Bosque,-1.566667,37.900002,"Malaguide Complex, Casa de la Sabina locality, sample SAB02a",,,1,Rupelian,,33.9,28.1,Braga and Bassi,2011,47522,ES,,,estimated from map,minutes,outcrop,,gp_mid,2.64,33.25,304,ES,,El Bosque,,,bed,,Casa de la Sabina,10,bottom to top,,,,The upper part of the section can extend to the early Chattian.,Floatstone to rudstone,floatstone,,,silty,,rudstone,,,,,"reef, buildup or bioherm",,"(8 m thick). Flat coral colonies (20–30 cm wide and up to 8 cm thick) locally encrusted by corallines, in a mudstone to packstone matrix. Branching corals. Echinoid, mollusc, and bryozoan fragments. Miliolids, rare nummulitids, crustose and geniculate coralline algae. Encrusting agglutinated foraminifers","mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
147592,col,El Bosque,-1.566667,37.900002,"Malaguide Complex, Casa de la Sabina locality, sample SAB05b",,,1,Rupelian,,33.9,28.1,Braga and Bassi,2011,47522,ES,,,estimated from map,minutes,outcrop,,gp_mid,2.64,33.25,304,ES,,El Bosque,,,bed,,Casa de la Sabina,25,bottom to top,,,,The upper part of the section can extend to the early Chattian.,Packstone to rudstone,packstone,,,silty,,rudstone,,,,,perireef or subreef,,13 m thick. Rhodoliths a few centimetres in size and loose branching and foliose coralline algae variously fragmented.,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
147648,col,,34.383331,25.833332,"Zug el-Bahar section, sample 71",,,1,Pleistocene,,2.588,0.0117,Souaya,1963,47525,EG,,Qoseir,estimated from map,minutes,outcrop,,gp_mid,34.42,25.54,715,EG,,,,,,Borelis schlumbergeri,,,,,,,,limegrit,sandstone,,,calcareous,,,,,,,"reef, buildup or bioherm",,deposited under reefal conditions.,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,
147650,col,,34.383331,25.833332,"Zug el-Bahar section, sample 73",,,1,Pleistocene,,2.588,0.0117,Souaya,1963,47525,EG,,Qoseir,estimated from map,minutes,outcrop,,gp_mid,34.42,25.54,715,EG,,,,,,Borelis schlumbergeri,,,,,,,,limegrit,sandstone,,,calcareous,,,,,,,"reef, buildup or bioherm",,deposited under reefal conditions.,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,
147696,col,,34.383331,25.833332,"Zug el-Bahar section, sample 38",,,1,Burdigalian,,20.44,15.97,Souaya,1963,47525,EG,,Qoseir,estimated from map,minutes,outcrop,,gp_mid,34.96,20.58,715,EG,,,,,,"""Neoalveolina"" melo",,,,,,,,,limestone,,,,,,,,,,"reef, buildup or bioherm",,,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,
147800,col,,11.533333,45.416668,"Mossano village, Crustose coralline algal pavement facies facies",,,1,Priabonian,,38,33.9,Bassi,2005,47541,IT,,,estimated from map,minutes,outcrop,"section is located just above the village of Mossano, along the road from Mossano to Cá Leonardi and Monte Stria",gp_mid,16.91,36.95,307,IT,,,,,,,,,,,,,Uppermost Priabonian,Crustose coralline algal pavement; coralline crust bindstone with a wackestone-packstone matrix,bindstone,,,,,wackestone,,,,,"reef, buildup or bioherm",,"Coralline crust bindstone with a wackestone-packstone matrix, and is\r\ncharacterised by the dominance of crustose coralline thalli. In places the coralline bindstone can be seen to develop from isolated encrusting-to-foliose thalli which bifurcate and join to form an open framework interbedded with matrix debris from crusts. Lumpy to fruticose branches frequently arise from\r\nthe crustose coralline algal pavement; these have a relatively constant diameter of 3 mm and a height of up to 15 mm. Fragments of fruticose branches are present within the matrix. Rhodoliths occur commonly within this facies and are characteristically discoidal in shape","mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,
147805,col,,-2.333333,36.916668,Rambla de la Sepultura,,,1,Late Pliocene,Quaternary,3.6,0,Aguirre and Jiménez,1997,47550,ES,,,estimated from map,minutes,outcrop,"near Cuevas de los Juanorrosa nd El Alquian, in the Almeria-Nijar Basin, SE Spain",gp_mid,,,coordinates not computable using this model,ES,,,,,,,,,,,,,,,conglomerate,,,,,,,,,,"reef, buildup or bioherm",,"heterometric, upward- coarsening conglomerates (from small pebbles to boulders) within a sandy matrix. Invertebrates and macroflora, pre- served in life position, grew on the upper part of the boulders. Original calcitic shells are the only skeletal elements preserved, whereas aragonite shells were dissolved, as shown by scattered molds throughout the unit.","mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
148705,col,,-74.550003,23.950001,"San Salvador, reef-core facies",,,7,Late Pleistocene,,0.126,0.0117,Hattin and Warren,1989,47727,BS,San Salvador,,estimated from map,minutes,outcrop,,gp_mid,,,coordinates not computable using this model,BS,,,,,,,,,,,,,,,framestone,,,,,grainstone,,,,,"reef, buildup or bioherm",,,"macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
148706,col,,-74.550003,23.950001,"San Salvador, reef-cap facies",,,1,Late Pleistocene,,0.126,0.0117,Hattin and Warren,1989,47727,BS,San Salvador,,estimated from map,minutes,outcrop,,gp_mid,,,coordinates not computable using this model,BS,,,,,,,,,,,,,,,framestone,,,,,,,,,,"reef, buildup or bioherm",,"Densely intergrown, arborescent forms of the corallinacean alga Neogoniolithon stricture form a reef-capping facies of algal framestone. This framework has a maximum thickness of approximately 0.7 m near its southwestern margin. Near the\r\nnorthern end of the reef, the algal framestone pinches out beneath a discrete body of coralgal rock","macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
148707,col,,-74.550003,23.950001,"San Salvador, deeper subtidal facies",,,1,Late Pleistocene,,0.126,0.0117,Hattin and Warren,1989,47727,BS,San Salvador,,estimated from map,minutes,outcrop,,gp_mid,,,coordinates not computable using this model,BS,,,,,,,,,,,,,,,grainstone,,,,,,,,,,perireef or subreef,,"Stratigraphic position lateral to and partly beneath the reef-core facies, as well as trough-like cross stratification, coarse grain size, moderate sorting of grains and distribution of coarse clasts suggest a near-shore, subtidal, interreef origin for rocks exposed directly northeast of the fossil reef.","macrofossils,mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
148711,col,,-59.616669,13.183333,West coast of Barbados,,,4,Holocene,,0.0117,0,Martindale,1992,47728,BB,,,estimated from map,minutes,outcrop,near the Bellairs Research Institute of McGill University.,gp_mid,-59.62,13.18,234,BB,,,,,,,,,,,,,,,not reported,,,,,,,,,,"reef, buildup or bioherm",,,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
148824,col,,-59.616669,13.183333,"West coast of Barbados, Pleistocene, crusts of uniform composition",,,8,Pleistocene,,2.588,0.0117,Martindale,1992,47728,BB,,,estimated from map,minutes,outcrop,near the Bellairs Research Institute of McGill University.,gp_mid,-59.39,13.24,234,BB,,,,,,,,,,,,,,,reef rocks,,,,,,,,,,"reef, buildup or bioherm",,,"mesofossils,microfossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,
