"r_number","name","country","formation","system","series","intervall","max_ma","min_ma","time_slice_text","reliabilit","subsurface_text","type_text","thickness_text","m_thick","width_text","m_width","extension_text","m_ext","ext_belt","belonging","tropical_text","environment_text","subenvironment_text","bathymetry_text","biota_main_t","biota_sec_text","biota_deta_text","alg_type_text","p_lmc","p_arag","p_hmc","upwell_text","control_text","diversity_text","m_spec","guild_text","macro_bor_text","micro_bor_text","vert_zonat_text","hor_zonat_text","micrite_text","sparite_text","debris_text","dolomite_text","reservoir_text","latit","longit","collection","pal_lat_scotese","pal_long_scotese"
"3692","Karakhem,  Western Sayan Range","Russia","Karakhem","Silurian","Lower Silurian","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","Reef mound","Less than 10 m thick","3","Less than 10 m wide","5","Less than 20 m","5","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","12","","","","","","","","","","No or unknown reservoir potential","51.6333","90.3","78720","32.9332","11.254"
"3402","Northern Bangladesh","Bangladesh","Sylhet","Paleogene","Eocene","Middle Eocene","47.80","38.00","Lutetian - Bartonian","2","Seismic data available","","","","","","More than 1000 m","","600","2115","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","","","","","","","","no","no","","","","","","","","","","","","Potential reservoir","24.75","90.4","","3.75473","82.2365"
"3689","Kultash, Western Sayan Range","Russia","Kultash","Silurian","Lower Silurian","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","Reef mound","Less than 10 m thick","","Less than 10 m wide","","Less than 20 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","8","","","","","","","","","","No or unknown reservoir potential","52.0333","90.4833","78716","32.6842","10.858"
"3774","Krutoy Log, Sukhie Solontsy bioherm, Khakasiya","Russia","Usa","Cambrian","Lower Cambrian","Atdabanian","521.00","514.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","10 to 100 m thick","","101-1000 m wide","","More than 1000 m","","8","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","30","Constructor guild","","","","","","","","","No or unknown reservoir potential","54","90.75","81243","-9.27457","5.53472"
"3775","Krutoy Log, Sukhie Solontsy bioherm, Khakasiya","Russia","Usa","Cambrian","Lower Cambrian","Botomian","514.00","509.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","10 to 100 m thick","45","101-1000 m wide","","More than 1000 m","","8","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","22","Constructor guild","","","","","","","","","No or unknown reservoir potential","54","90.75","81316","-7.53668","7.19582"
"3776","Krutoy Log, Sukhie Solontsy bioherm, Khakasiya","Russia","Usa","Cambrian","Lower Cambrian","Toyonian","514.00","509.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","10 to 100 m thick","45","101-1000 m wide","","More than 1000 m","","8","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","Less than 6 reef building species","4","Constructor guild","","","","","","","","","No or unknown reservoir potential","54","90.75","81319","-7.53668","7.19582"
"3777","Malaya Tes River, Batenevskiy Ridge, Khakasiya","Russia","Usa","Cambrian","Lower Cambrian","Botomian","514.00","509.00","Nemakit/Daldynian - Toyonian","2","Outcropping reef","Reef mound","Less than 10 m thick","","Less than 10 m wide","","Less than 20 m","","","","Tropical or unknown","","Unknown","","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","6 to 24 reef building species","20","","","","","","","","","","No or unknown reservoir potential","54.2333","90.8167","81326","-7.71085","7.03433"
"3778","Srednyaya Mountain, Batenevskiy Ridge, Khakasiya","Russia","Usa","Cambrian","Lower Cambrian","Atdabanian","521.00","514.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","101-500 m thick","135","10 - 100 m wide","","10 - 100 m","","","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","24","","","","","","","","","","No or unknown reservoir potential","54.2333","90.8167","81328","-9.45347","5.37786"
"3139","Buka Daban Peak, Kulun, Xinjiang","China","Chadeltaq-Qingshishan","Permian","Middle Permian","Qixiaan-Maokouan","272.30","259.80","Roadian - Changhsingian","2","Outcropping reef","True reef","101-500 m thick","150","More than 1000 m wide","25000","More than 1000 m","","225","3138","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Calcisponges","Microbes","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","","0","100","0","no","no","6 to 24 reef building species","","Constructor guild","","","Medium zonation","Medium zonation","Less than 30% micrite","10-25% sparite","","","No or unknown reservoir potential","36.1833","90.9667","","23.2692","75.2843"
"1039","Minusinsk Basin","Russia","","Devonian","Middle Devonian","Givetian","387.70","382.70","Givetian - early Famennian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","51.5","91","","35.438","19.8927"
"540","Lhasa, Tibet","China","Xiaqiongco","Jurassic","Upper Jurassic","Upper Jurassic","163.50","145.00","late Bathonian - early Tithonian","1","Outcropping reef","Biostrome","10 to 100 m thick","","","","10 - 100 m","","","","Tropical or unknown","Shelf or Platform margin","Unknown","Above fair weather wave base","Corals","Stromatoporoids","Scleractinian corals - (chaetetids, stromatoporoids-hydrozoans-spongiomorphids) - algae - microbes","","0","80","20","no","no","6 to 24 reef building species","","Baffler guild","Present","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","Present","No or unknown reservoir potential","29.6833","91.1667","61414","14.1418","86.6698"
"1025","Tareya River, Taymyr","Russia","","Silurian","Wenlock","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Stromatoporoids","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","40","0","60","no","no","","","","","","","","","","","","No or unknown reservoir potential","73.3333","91.1667","","15.1489","-2.46133"
"3028","Meghalaya","India","Sylhet Limestone","Paleogene","Lower Paleogene","Thanetian","59.20","56.00","Thanetian - Ypresian","3","Outcropping reef","True reef","","","","","","","","","Tropical or unknown","","","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","Constructor guild","","","","","","","Medium production of reefal debris","","No or unknown reservoir potential","25.2","91.25","","-6.71423","79.6586"
"1016","Kereyka River, Siberia","Russia","","Silurian","Wenlock","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","Unknown","","Stromatoporoids","Stromatoporoids","","","0","0","100","no","no","","","","","","","","","","","","No or unknown reservoir potential","62.1667","91.3333","","24.6528","3.7842"
"3784","Uyar River, Bellykskoye Mountains, Krasnoyarskiy Kr","Russia","Uyar","Cambrian","Lower Cambrian","Toyonian","514.00","509.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","Unknown","","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","6 to 24 reef building species","16","Binder guild","","","","","","","","","No or unknown reservoir potential","54.6","91.35","81440","-7.85044","6.57041"
"2497","Podmakennaya Tunguska River, Siberia","Russia","Chunya","Ordovician","Lower Ordovician","Tremadocian","485.40","477.70","Franconian - Tremadocian","2","Outcropping reef","Mud mound or bank","101-500 m thick","120","","","More than 1000 m","2000","1300","","Tropical or unknown","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Microbes","Microbes","Microbes/stromatolites  - (cements) - (worm tubes)","","","","","no","no","Less than 6 reef building species","2","Binder guild","","","Low zonation","Medium zonation","","","Low production of reefal debris","","No or unknown reservoir potential","61.6667","91.5","","-5.3495","17.0981"
"148","Lhasa, Tibet","China","","Triassic","Upper Triassic","Carnian/Norian","235.00","208.50","late Carnian - middle Hettangian","2","Outcropping reef","","Less than 10 m thick","","","","10 - 100 m","","100","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","","Corals","Corals","","","0","100","0","no","no","6 to 24 reef building species","","Baffler guild","Present","Present","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","29.9667","91.55","","18.6346","68.4156"
"3027","Um Sohryngkew River, Theriagat, Meghalaya","India","Jainta","Paleogene","Paleocene","lower Landenian","59.20","56.00","Thanetian - Ypresian","3","Outcropping reef","True reef","","","","","","","","","Temperate","","Unknown","Above fair weather wave base","Algae","Foraminifera","Algae - encrusting forams","Red algae","30","10","60","no","no","","","Binder guild","","","","","","","Medium production of reefal debris","","No or unknown reservoir potential","25.2","91.75","","-12.1338","78.8893"
"532","Hei-ho, Tibet","China","","Jurassic","Upper Jurassic","Upper Jurassic","163.50","145.00","late Bathonian - early Tithonian","1","Outcropping reef","Biostrome","10 to 100 m thick","","","","10 - 100 m","","","","Tropical or unknown","Shelf or Platform margin","Unknown","Above fair weather wave base","Corals","Stromatoporoids","Scleractinian corals - (chaetetids, stromatoporoids-hydrozoans-spongiomorphids) - algae - microbes","","0","80","20","no","no","6 to 24 reef building species","","Baffler guild","Present","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","31.5","91.95","","16.0029","87.2288"
"160","Jinshajiang","China","","Triassic","Upper Triassic","Carnian/Norian","235.00","208.50","late Carnian - middle Hettangian","1","Outcropping reef","","Less than 10 m thick","","","","Less than 20 m","","20","","Tropical or unknown","","Unknown","Below fair weather wave base","Corals","Corals","Corals - calcareous sponges (hydrozoans) - solenoporaceans - (Tubiphytes) - (bryozoans)","","0","100","0","no","no","6 to 24 reef building species","","","","","","","","","","","No or unknown reservoir potential","29","92","","17.7375","68.9758"
"3029","Meghalaya","India","Prang","Paleogene","Eocene","Lutetian","47.80","41.30","Lutetian - Bartonian","2","Outcropping reef","True reef","","","","","","","","","Tropical or unknown","","Unknown","Above fair weather wave base","Foraminifera","Algae","Algae - encrusting forams","Red algae","","","","no","no","","","Binder guild","","","","","","","Medium production of reefal debris","","No or unknown reservoir potential","25.2","92","","2.41934","83.492"
"3135","Chadeltag Mts., Kulun, Xinjiang","China","Chadeltaq","Permian","Middle Permian","Qixiaan","272.30","268.80","Roadian - Changhsingian","3","Outcropping reef","True reef","101-500 m thick","200","More than 1000 m wide","","More than 1000 m","","300","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Calcisponges","Tubiphytes","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","","10","70","20","no","no","6 to 24 reef building species","","Constructor guild","","","Pronounced zonation","Pronounced zonation","30-60% micrite","10-25% sparite","Medium production of reefal debris","","No or unknown reservoir potential","36","92","","21.7204","77.4684"
"3791","Utuk-Khaya Mountains, Tuva","Russia","Akdurug","Cambrian","Lower Cambrian","Botomian","514.00","509.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","Less than 10 m thick","","Less than 10 m wide","","Less than 20 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","","","","","0","0","100","no","no","6 to 24 reef building species","13","","","","","","","","","","No or unknown reservoir potential","51.7167","92.2","81476","-5.14049","7.68629"
"2032","Little Andama Island, Andaman Islands","India","","Neogene","Miocene","Middle Miocene","16.00","11.60","Burdigalian - Serravallian","2","Outcropping reef","True reef","","","","","","","150","2029","Tropical or unknown","","Unknown","Above fair weather wave base","Corals","Algae","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","Red algae","0","70","30","no","no","","","","","","","","","","","","Potential reservoir","10.75","92.4167","","9.28798","93.5187"
"2033","Little Andama Island, Andaman Islands","India","","Neogene","Miocene","Upper Miocene","11.60","5.30","Tortonian - Gelasian","2","Outcropping reef","True reef","","","","","","","150","","Tropical or unknown","","Unknown","Above fair weather wave base","Corals","Corals","Scleractinian corals - red algae - (hydrozoans) - (foraminifera) - (microbes) - (sponges)","","0","100","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","10.75","92.4167","","9.80265","92.7151"
